"polygon_id","polygon_name","polygon_level","polygon_version","country","date_time","n_baseline","n_crisis","n_difference","density_baseline","density_crisis","percent_change","clipped_z_score","lat","lon","ds"
"PAK.5.4_1","Hazara","GADM2","3.6","PK","2022-08-17 00:00","64941.254283974165","63376.0","-1565.2542839741654","0.016054971189645762","0.015663102908731335","-2.4102247469417213","-0.7107362416518677","34.841214265020795","73.22436616623538","2022-08-17"
"PAK.7.6_1","Multan","GADM2","3.6","PK","2022-08-17 00:00","227268.0","231783.0","4515.0","0.05618587495050644","0.05728416090467172","1.9866325807743248","0.6165766721948893","30.125238653918725","72.23541496058307","2022-08-17"
"PAK.5.7_1","Mardan","GADM2","3.6","PK","2022-08-17 00:00","54940.87869235669","54119.0","-821.8786923566877","0.013582648414557688","0.013375275598296375","-1.495905695105079","-0.3504080493246977","34.30542471242756","72.36232932451856","2022-08-17"
"PAK.2.3_1","Nasirabad","GADM2","3.6","PK","2022-08-17 00:00","6550.2307692307695","6150.0","-400.2307692307695","0.0016193676491937255","0.0015199457663578912","-6.109245473545785","-1.0608794184426065","28.78299391530157","67.8281987215831","2022-08-17"
"PAK.5.3_1","F.A.T.A.","GADM2","3.6","PK","2022-08-17 00:00","2168.483915613326","2081.0","-87.48391561332619","0.0005360990817661743","0.0005143101040310197","-4.032475879803606","-0.7839168560273808","32.93234229426058","70.79861448797378","2022-08-17"
"PAK.8.5_1","Rann of Kutch","GADM2","3.6","PK","2022-08-17 00:00","208.69230769230768","183.0","-25.69230769230768","5.1593536719347255e-05","4.522765451113725e-05","-12.252384446074828","-0.9066256627521321","27.43704665264957","68.8807568501547","2022-08-17"
"PAK.4.1_1","Islamabad","GADM2","3.6","PK","2022-08-17 00:00","244079.4057227232","252905.0","8825.594277276803","0.06034204097334799","0.06250437138873861","3.6158552961857704","0.7109957287946883","33.6692247086546","73.06666567556829","2022-08-17"
"PAK.8.1_1","Hyderabad","GADM2","3.6","PK","2022-08-17 00:00","123008.23076923077","117722.0","-5286.230769230766","0.03041046285391273","0.029094480570273765","-4.297426084346387","-1.404824431751215","25.32310038372032","68.0513634220865","2022-08-17"
"PAK.2.1_1","Kalat","GADM2","3.6","PK","2022-08-17 00:00","11095.546352927777","9897.0","-1198.5463529277768","0.002743074167472534","0.0024460005283974064","-10.80107553114078","-1.3994606818161297","27.493773199641932","65.73513763364258","2022-08-17"
"PAK.5.1_1","Bannu","GADM2","3.6","PK","2022-08-17 00:00","18070.187739760553","16797.0","-1273.187739760553","0.00446736587939508","0.00415130553455504","-7.045401542474502","-1.5524022729176292","32.68247021464708","70.79360871430961","2022-08-17"
