"polygon_id","polygon_name","polygon_level","polygon_version","country","date_time","n_baseline","n_crisis","n_difference","density_baseline","density_crisis","percent_change","clipped_z_score","lat","lon","ds"
"PAK.2.5_1","Sibi","GADM2","3.6","PK","2022-08-25 16:00","4437.076923076923","1507.0","-2930.076923076923","0.0015764930139269418","0.0005554775355964528","-66.0213190051131","-4.0","29.488334147075516","68.57004866839137","2022-08-25"
"PAK.7.3_1","Faisalabad","GADM2","3.6","PK","2022-08-25 16:00","187675.6923076923","188136.0","460.30769230768783","0.06668115584568375","0.06934659697211297","0.24526630699193178","0.05868958772153803","31.209905085174274","72.62371843417888","2022-08-25"
"PAK.5.3_1","F.A.T.A.","GADM2","3.6","PK","2022-08-25 16:00","1571.3076923076924","1174.0","-397.3076923076924","0.0005582854754600334","0.00043273432434653985","-25.26908023483366","-3.182310054446906","32.93234229426058","70.79861448797378","2022-08-25"
"PAK.2.1_1","Kalat","GADM2","3.6","PK","2022-08-25 16:00","7479.036798943327","3363.0","-4116.036798943327","0.0026573010720446024","0.001239595854154526","-55.026959219302","-4.0","27.493773199641932","65.73513763364258","2022-08-25"
"PAK.5.1_1","Bannu","GADM2","3.6","PK","2022-08-25 16:00","15720.923076923076","12881.0","-2839.923076923076","0.005585642492324763","0.004747913826156541","-18.06345866868899","-2.37500658556029","32.68247021464708","70.79360871430961","2022-08-25"
"PAK.7.8_1","Sargodha","GADM2","3.6","PK","2022-08-25 16:00","71500.76923076923","68410.0","-3090.769230769234","0.02540421659053486","0.0252158050498695","-4.322647207223494","-0.8981139894163425","32.10038677977812","71.88915810191632","2022-08-25"
"PAK.7.7_1","Rawalpindi","GADM2","3.6","PK","2022-08-25 16:00","183282.13885666218","183752.0","469.8611433378246","0.06512012671728622","0.0677306623231051","0.2563580841472181","0.06842642109182077","33.19520491602086","72.72306554874687","2022-08-25"
"PAK.5.7_1","Mardan","GADM2","3.6","PK","2022-08-25 16:00","40589.692307692305","38236.0","-2353.692307692305","0.014421513863714396","0.014093721998053064","-5.798601043437387","-0.9415994596978161","34.30542471242756","72.36232932451856","2022-08-25"
"PAK.5.4_1","Hazara","GADM2","3.6","PK","2022-08-25 16:00","46344.46153846154","43139.0","-3205.461538461539","0.016466182830773484","0.01590095912945944","-6.916451864011247","-1.586943802833321","34.841214265020795","73.22436616623538","2022-08-25"
"PAK.2.3_1","Nasirabad","GADM2","3.6","PK","2022-08-25 16:00","4885.307692307692","1423.0","-3462.3076923076924","0.0017357493641254839","0.0005245152841099883","-70.85734076382985","-4.0","28.78299391530157","67.8281987215831","2022-08-25"
"PAK.7.5_1","Lahore","GADM2","3.6","PK","2022-08-25 16:00","532522.3378765583","555985.0","23462.662123441696","0.18920513661959845","0.20493508800835686","4.405940632949398","0.8146908009840544","31.212249025737595","73.94344561103003","2022-08-25"
"PAK.8.3_1","Larkana","GADM2","3.6","PK","2022-08-25 16:00","32398.746129140975","18142.0","-14256.746129140975","0.011511271455975572","0.006687109124612373","-44.00264765135976","-4.0","27.895334562554417","68.34847452964398","2022-08-25"
"PAK.7.4_1","Gujranwala","GADM2","3.6","PK","2022-08-25 16:00","253675.3172099021","256824.0","3148.682790097897","0.09013081637308781","0.09466487233047338","1.2412206329424709","0.2426312316864144","32.33316289585532","74.07475121428519","2022-08-25"
"PAK.7.6_1","Multan","GADM2","3.6","PK","2022-08-25 16:00","165699.1965008197","163542.0","-2157.1965008197003","0.05887290895008925","0.06028129205475453","-1.3018671953168317","-0.29109821454158813","30.125238653918725","72.23541496058307","2022-08-25"
"PAK.5.5_1","Kohat","GADM2","3.6","PK","2022-08-25 16:00","17597.23076923077","15522.0","-2075.2307692307695","0.006252294439131496","0.0057213817568202655","-11.792269327773335","-1.742412524491607","33.32403865221535","71.2456287788584","2022-08-25"
"PAK.8.6_1","Sukkur","GADM2","3.6","PK","2022-08-25 16:00","54027.46153846154","35012.0","-19015.46153846154","0.01919595200899215","0.012905361298143998","-35.19526745162806","-4.0","27.03982980235053","69.0210887094943","2022-08-25"
"PAK.8.1_1","Hyderabad","GADM2","3.6","PK","2022-08-25 16:00","82311.86157246433","77281.0","-5030.861572464331","0.029245396683888387","0.02848563996577934","-6.111877872251349","-1.074288625485427","25.32310038372032","68.0513634220865","2022-08-25"
"PAK.2.2_1","Makran","GADM2","3.6","PK","2022-08-25 16:00","4870.2307692307695","4716.0","-154.2307692307695","0.0017303925347726585","0.0017383092620257938","-3.1661560812304637","-0.31405210354364654","26.114871247960583","63.45987406471992","2022-08-25"
"PAK.7.1_1","Bahawalpur","GADM2","3.6","PK","2022-08-25 16:00","97714.53846153847","95392.0","-2322.5384615384683","0.03471796633556814","0.03516132254520028","-2.376836374342486","-0.4607619700728399","28.848917939976854","71.63772667830045","2022-08-25"
"PAK.3.1_1","F.A.T.A.","GADM2","3.6","PK","2022-08-25 16:00","21065.23076923077","18376.0","-2689.2307692307695","0.007484474513329379","0.006773361110896096","-12.76560006718737","-2.0672231484249664","33.170013305044215","70.3861612705621","2022-08-25"
"PAK.4.1_1","Islamabad","GADM2","3.6","PK","2022-08-25 16:00","165488.74503363582","172436.0","6947.254966364184","0.05879813556356973","0.06355960472999996","4.197997262580925","0.5522811298669784","33.6692247086546","73.06666567556829","2022-08-25"
"PAK.5.2_1","Dera Ismail Khan","GADM2","3.6","PK","2022-08-25 16:00","16192.76923076923","11962.0","-4230.7692307692305","0.005753289386458598","0.004409172050965341","-26.125907875298665","-3.4261381407346083","31.93734049108809","70.62908633221942","2022-08-25"
"PAK.2.6_1","Zhob","GADM2","3.6","PK","2022-08-25 16:00","6703.076923076923","459.0","-6244.076923076923","0.0023816026010470117","0.0001691865884796097","-93.138503551226","-4.0","30.87994725044581","68.96663058059505","2022-08-25"
"PAK.7.2_1","Dera Ghazi Khan","GADM2","3.6","PK","2022-08-25 16:00","63783.6386087516","58647.0","-5136.6386087516","0.02266232080551974","0.02161718051103196","-8.053096671534368","-1.1982460349379052","30.022478285382874","70.54930191944253","2022-08-25"
"PAK.5.8_1","Peshawar","GADM2","3.6","PK","2022-08-25 16:00","105814.69230769231","105059.0","-755.6923076923122","0.03759595023613564","0.03872456165376757","-0.714159016693762","-0.12752930347480354","34.01355518230366","71.79201037504812","2022-08-25"
"PAK.8.4_1","Mirpur Khas","GADM2","3.6","PK","2022-08-25 16:00","29437.615384615383","25801.0","-3636.615384615383","0.010459181980629789","0.00951020298336037","-12.353214772851977","-2.9117817357353823","25.222414194595153","69.82002142729421","2022-08-25"
"PAK.8.2_1","Karachi","GADM2","3.6","PK","2022-08-25 16:00","501645.8461538461","502474.0","828.153846153873","0.17823472201121845","0.18521102801678302","0.16508702337179512","0.056517687935131115","25.078783448780808","67.18591128987336","2022-08-25"
"PAK.5.6_1","Malakand","GADM2","3.6","PK","2022-08-25 16:00","56484.44104180758","47350.0","-9134.441041807579","0.02006891659570945","0.017453126284334465","-16.171319322879576","-3.73309512875759","35.69241137190094","72.24693033592979","2022-08-25"
"PAK.8.5_1","Rann of Kutch","GADM2","3.6","PK","2022-08-25 16:00","170.69230769230768","116.0","-54.69230769230768","6.064696088734586e-05","4.2757394909879575e-05","-31.854838709677413","-2.376659575903194","27.43704665264957","68.8807568501547","2022-08-25"
"PAK.2.4_1","Quetta","GADM2","3.6","PK","2022-08-25 16:00","43433.60753981812","5864.0","-37569.60753981812","0.015431956678516377","0.002161460032340809","-86.4969425713739","-4.0","29.377445454266713","64.30346882797684","2022-08-25"
