"polygon_id","polygon_name","polygon_level","polygon_version","country","date_time","n_baseline","n_crisis","n_difference","density_baseline","density_crisis","percent_change","clipped_z_score","lat","lon","ds"
"PAK.5.7_1","Mardan","GADM2","3.6","PK","2022-08-17 08:00","41724.15061827753","35709.0","-6015.1506182775265","0.011646255840673001","0.010461959268409945","-14.416126794381455","-2.608004520831286","34.30542471242756","72.36232932451856","2022-08-17"
"PAK.5.3_1","F.A.T.A.","GADM2","3.6","PK","2022-08-17 08:00","1655.076923076923","1370.0","-285.0769230769231","0.0004619734373622931","0.00040138016180015195","-17.213990431510986","-2.2849277732411313","32.93234229426058","70.79861448797378","2022-08-17"
"PAK.5.1_1","Bannu","GADM2","3.6","PK","2022-08-17 08:00","11553.626682234353","9369.0","-2184.626682234353","0.003224906684379189","0.0027449129459165135","-18.90694301351418","-2.8510731959799767","32.68247021464708","70.79360871430961","2022-08-17"
"PAK.5.2_1","Dera Ismail Khan","GADM2","3.6","PK","2022-08-17 08:00","14580.1247210546","11111.0","-3469.1247210546007","0.00406967811625","0.00325528100566532","-23.791887028065222","-2.66504506140964","31.93734049108809","70.62908633221942","2022-08-17"
"PAK.2.5_1","Sibi","GADM2","3.6","PK","2022-08-17 08:00","4811.989376669618","4103.0","-708.9893766696177","0.001343146799943378","0.0012020896378584112","-14.730748837850292","-1.8112568195427994","29.488334147075516","68.57004866839137","2022-08-17"
"PAK.7.3_1","Faisalabad","GADM2","3.6","PK","2022-08-17 08:00","232568.07692307694","224532.0","-8036.0769230769365","0.06491557728758117","0.0657829857586217","-3.4553505691278543","-0.9768635602219855","31.209905085174274","72.62371843417888","2022-08-17"
"PAK.2.2_1","Makran","GADM2","3.6","PK","2022-08-17 08:00","6101.666433870555","4116.0","-1985.666433870555","0.0017031279796064773","0.0012058983547222084","-32.53768586875173","-2.7092145301773947","26.114871247960583","63.45987406471992","2022-08-17"
"PAK.8.3_1","Larkana","GADM2","3.6","PK","2022-08-17 08:00","40096.45200017172","34593.0","-5503.452000171717","0.011191924374194542","0.010134995574563982","-13.725191316765335","-1.9981246994366417","27.895334562554417","68.34847452964398","2022-08-17"
"PAK.2.3_1","Nasirabad","GADM2","3.6","PK","2022-08-17 08:00","4636.461538461538","3955.0","-681.4615384615381","0.0012941525824305099","0.0011587288612551832","-14.69471030238691","-1.3569333971510642","28.78299391530157","67.8281987215831","2022-08-17"
"PAK.4.1_1","Islamabad","GADM2","3.6","PK","2022-08-17 08:00","216195.86360695685","214125.0","-2070.8636069568456","0.060345682343474594","0.06273396142004199","-0.9578601522738319","-0.1775229316438123","33.6692247086546","73.06666567556829","2022-08-17"
