"polygon_id","polygon_name","polygon_level","polygon_version","country","date_time","n_baseline","n_crisis","n_difference","density_baseline","density_crisis","percent_change","clipped_z_score","lat","lon","ds"
"PAK.2.5_1","Sibi","GADM2","3.6","PK","2022-08-23 16:00","4385.846153846154","3384.0","-1001.8461538461543","0.001531827991099039","0.0012164186320538532","-22.83750372617441","-4.0","29.488334147075516","68.57004866839137","2022-08-23"
"PAK.7.3_1","Faisalabad","GADM2","3.6","PK","2022-08-23 16:00","191946.1757835552","189815.0","-2131.175783555198","0.06704031891128213","0.06823123600570394","-1.1102928578424978","-0.3233328515033342","31.209905085174274","72.62371843417888","2022-08-23"
"PAK.5.3_1","F.A.T.A.","GADM2","3.6","PK","2022-08-23 16:00","1549.8035067174815","1337.0","-212.80350671748147","0.0005412940420200068","0.0004806003874278965","-13.722145055495355","-2.5056139632209007","32.93234229426058","70.79861448797378","2022-08-23"
"PAK.5.2_1","Dera Ismail Khan","GADM2","3.6","PK","2022-08-23 16:00","16426.48187712774","15047.0","-1379.4818771277387","0.005737215545647705","0.005408821263745369","-8.397403128768108","-1.0209770952164863","31.93734049108809","70.62908633221942","2022-08-23"
"PAK.5.7_1","Mardan","GADM2","3.6","PK","2022-08-23 16:00","41046.01501508197","36766.0","-4280.015015081968","0.01433598729130879","0.0132159714616111","-10.42710417190959","-1.8147435189792256","34.30542471242756","72.36232932451856","2022-08-23"
"PAK.7.1_1","Bahawalpur","GADM2","3.6","PK","2022-08-23 16:00","100930.15384615384","95198.0","-5732.153846153844","0.03525149523812824","0.034220041647240754","-5.679271094919993","-1.250517140259834","28.848917939976854","71.63772667830045","2022-08-23"
"PAK.2.6_1","Zhob","GADM2","3.6","PK","2022-08-23 16:00","6613.538461538462","5251.0","-1362.538461538462","0.002309885705113143","0.001887533757953541","-20.599146402446827","-4.0","30.87994725044581","68.96663058059505","2022-08-23"
"PAK.7.2_1","Dera Ghazi Khan","GADM2","3.6","PK","2022-08-23 16:00","66065.92307692308","61395.0","-4670.923076923078","0.02307459648083603","0.022069155412218176","-7.0699873089058896","-1.0275956111650735","30.022478285382874","70.54930191944253","2022-08-23"
"PAK.2.3_1","Nasirabad","GADM2","3.6","PK","2022-08-23 16:00","5001.461538461538","2876.0","-2125.461538461538","0.0017468416611699942","0.0010338120525374946","-42.48831344568827","-4.0","28.78299391530157","67.8281987215831","2022-08-23"
"PAK.8.5_1","Rann of Kutch","GADM2","3.6","PK","2022-08-23 16:00","178.30769230769232","99.0","-79.30769230769232","6.227685708165378e-05","3.558671529944783e-05","-44.22994422994424","-3.139663882144173","27.43704665264957","68.8807568501547","2022-08-23"
