"polygon_id","polygon_name","polygon_level","polygon_version","country","date_time","n_baseline","n_crisis","n_difference","density_baseline","density_crisis","percent_change","z_score","latitude","longitude","ds"
"PAK.7.5_1","Lahore","GADM2","3.6","PK","2022-09-07 00:00","776622.393942951","784689.0","8066.606057049008","0.19199891190067053","0.19459220990363496","1.03867667648981","0.40695439318186283","31.212249025737595","73.94344561103003","2022-09-07"
"PAK.2.6_1","Zhob","GADM2","3.6","PK","2022-09-07 00:00","9298.23076923077","9050.0","-248.2307692307695","0.0022987364312659557","0.002244277031572886","-2.6693688477127995","-0.671409065076171","30.87994725044581","68.96663058059505","2022-09-07"
"PAK.3.1_1","F.A.T.A.","GADM2","3.6","PK","2022-09-07 00:00","28767.36930404798","30296.0","1528.6306959520189","0.0071119551119043466","0.007512996347904106","5.313581314937187","0.8669979285518103","33.170013305044215","70.3861612705621","2022-09-07"
"PAK.5.6_1","Malakand","GADM2","3.6","PK","2022-09-07 00:00","79375.23076923077","75663.0","-3712.230769230766","0.019623382043083892","0.01876339591601097","-4.676753649368001","-1.2702795324707767","35.69241137190094","72.24693033592979","2022-09-07"
"PAK.5.5_1","Kohat","GADM2","3.6","PK","2022-09-07 00:00","22920.412684641622","22646.0","-274.41268464162204","0.0056664530022408595","0.005615900293591113","-1.1971892326928475","-0.25513230248924296","33.32403865221535","71.2456287788584","2022-09-07"
"PAK.2.3_1","Nasirabad","GADM2","3.6","PK","2022-09-07 00:00","6550.2307692307695","4827.0","-1723.2307692307695","0.0016193676491937253","0.0011970304123096486","-26.303924101167134","-4.0","28.78299391530157","67.8281987215831","2022-09-07"
"PAK.7.6_1","Multan","GADM2","3.6","PK","2022-09-07 00:00","227268.0","232325.0","5057.0","0.056185874950506434","0.057613443244217764","2.2251164919104673","0.6905931852247077","30.125238653918725","72.23541496058307","2022-09-07"
"PAK.7.7_1","Rawalpindi","GADM2","3.6","PK","2022-09-07 00:00","259634.00015218806","254924.0","-4710.000152188062","0.06418749434786511","0.06321768817642943","-1.8140852155630947","-0.6635209613756475","33.19520491602086","72.72306554874687","2022-09-07"
"PAK.5.3_1","F.A.T.A.","GADM2","3.6","PK","2022-09-07 00:00","2168.483915613326","2153.0","-15.48391561332619","0.0005360990817661743","0.0005339147457432512","-0.7137142387593499","-0.13874667544879501","32.93234229426058","70.79861448797378","2022-09-07"
"PAK.7.1_1","Bahawalpur","GADM2","3.6","PK","2022-09-07 00:00","131584.23076923078","132684.0","1099.7692307692196","0.03253064723348022","0.032903829133394125","0.8357847034504605","0.22668219435178993","28.848917939976854","71.63772667830045","2022-09-07"
"PAK.2.2_1","Makran","GADM2","3.6","PK","2022-09-07 00:00","6874.709528531694","7572.0","697.2904714683064","0.0016995862589151871","0.0018777531141513694","10.141360227258067","0.639242894490591","26.114871247960583","63.45987406471992","2022-09-07"
"PAK.5.4_1","Hazara","GADM2","3.6","PK","2022-09-07 00:00","64941.254283974165","62081.0","-2860.2542839741654","0.01605497118964576","0.015395244463765341","-4.404303970519841","-1.2987579083949052","34.841214265020795","73.22436616623538","2022-09-07"
"PAK.7.8_1","Sargodha","GADM2","3.6","PK","2022-09-07 00:00","95318.82945442967","93493.0","-1825.829454429666","0.023565006213612273","0.02318499364782805","-1.9154770469900548","-0.6608942955385888","32.10038677977812","71.88915810191632","2022-09-07"
"PAK.5.8_1","Peshawar","GADM2","3.6","PK","2022-09-07 00:00","153097.84179395856","157817.0","4719.158206041437","0.037849306520177824","0.0391364716344462","3.0824258046266024","0.7222629953562479","34.01355518230366","71.79201037504812","2022-09-07"
"PAK.7.4_1","Gujranwala","GADM2","3.6","PK","2022-09-07 00:00","365193.2118828681","358837.0","-6356.211882868083","0.0902841585072453","0.0889867002407204","-1.740501814116037","-0.5512235372343979","32.33316289585532","74.07475121428519","2022-09-07"
"PAK.5.1_1","Bannu","GADM2","3.6","PK","2022-09-07 00:00","18070.187739760553","17862.0","-208.1877397605531","0.004467365879395079","0.00442953329701159","-1.1520423713074193","-0.25384404067435384","32.68247021464708","70.79360871430961","2022-09-07"
"PAK.8.2_1","Karachi","GADM2","3.6","PK","2022-09-07 00:00","756087.0769230769","758205.0","2117.9230769231217","0.1869221093849285","0.18802453775952707","0.28011592056074647","0.1411918646252201","25.078783448780808","67.18591128987336","2022-09-07"
"PAK.7.2_1","Dera Ghazi Khan","GADM2","3.6","PK","2022-09-07 00:00","83528.5158507896","83601.0","72.48414921040239","0.020650169607660817","0.02073191205707457","0.08677669021796108","0.016990599804043223","30.022478285382874","70.54930191944253","2022-09-07"
"PAK.2.1_1","Kalat","GADM2","3.6","PK","2022-09-07 00:00","11095.546352927777","11023.0","-72.54635292777675","0.0027430741674725335","0.002733554223097008","-0.6537741619818107","-0.08470741935309854","27.493773199641932","65.73513763364258","2022-09-07"
"PAK.8.5_1","Rann of Kutch","GADM2","3.6","PK","2022-09-07 00:00","208.69230769230768","210.0","1.3076923076923208","5.159353671934725e-05","5.20771465889841e-05","0.6236243580337554","0.046145617565228766","27.43704665264957","68.8807568501547","2022-09-07"
"PAK.8.3_1","Larkana","GADM2","3.6","PK","2022-09-07 00:00","48532.173280496","44520.0","-4012.1732804959975","0.011998269087659757","0.01104035507686463","-8.26686781288288","-1.884602937681461","27.895334562554417","68.34847452964398","2022-09-07"
"PAK.8.6_1","Sukkur","GADM2","3.6","PK","2022-09-07 00:00","78397.97584411687","71533.0","-6864.975844116867","0.019381782156530504","0.01773921203309428","-8.756461127460025","-2.3243998861766912","27.03982980235053","69.0210887094943","2022-09-07"
"PAK.7.3_1","Faisalabad","GADM2","3.6","PK","2022-09-07 00:00","264225.07692307694","260289.0","-3936.0769230769365","0.0653225140837599","0.06454813527857181","-1.4896625529594607","-0.4455845457082817","31.209905085174274","72.62371843417888","2022-09-07"
"PAK.2.4_1","Quetta","GADM2","3.6","PK","2022-09-07 00:00","66311.24959007218","61900.0","-4411.249590072184","0.016393665528273302","0.015350358923133883","-6.652239393689046","-2.440897229926282","29.377445454266713","64.30346882797684","2022-09-07"
"PAK.2.5_1","Sibi","GADM2","3.6","PK","2022-09-07 00:00","5917.384615384615","5422.0","-495.38461538461524","0.0014629135295512372","0.0013445823276451037","-8.370267354657583","-1.848498231477969","29.488334147075516","68.57004866839137","2022-09-07"
"PAK.5.7_1","Mardan","GADM2","3.6","PK","2022-09-07 00:00","54940.87869235669","55204.0","263.1213076433123","0.013582648414557686","0.013689841906182276","0.4789084645551387","0.11218179155208331","34.30542471242756","72.36232932451856","2022-09-07"
"PAK.8.1_1","Hyderabad","GADM2","3.6","PK","2022-09-07 00:00","123008.23076923077","125476.0","2467.769230769234","0.030410462853912728","0.031116343073330326","2.006165891240185","0.6558136900657852","25.32310038372032","68.0513634220865","2022-09-07"
"PAK.4.1_1","Islamabad","GADM2","3.6","PK","2022-09-07 00:00","244079.4057227232","247496.0","3416.594277276803","0.060342040973347985","0.061375645105653374","1.3997822836946914","0.2752431011272051","33.6692247086546","73.06666567556829","2022-09-07"
"PAK.5.2_1","Dera Ismail Khan","GADM2","3.6","PK","2022-09-07 00:00","20050.06188686305","20432.0","381.93811313694823","0.00495683628986572","0.005066858376695824","1.9048273617228444","0.28207945414186364","31.93734049108809","70.62908633221942","2022-09-07"
"PAK.8.4_1","Mirpur Khas","GADM2","3.6","PK","2022-09-07 00:00","40864.3386370592","40249.0","-615.3386370591979","0.010102604064791156","0.009981205109809623","-1.5057715354429269","-0.5349594368698966","25.222414194595153","69.82002142729421","2022-09-07"
