"polygon_id","polygon_name","polygon_level","polygon_version","country","date_time","n_baseline","n_crisis","n_difference","density_baseline","density_crisis","percent_change","clipped_z_score","lat","lon","ds"
"PAK.7.5_1","Lahore","GADM2","3.6","PK","2022-09-02 16:00","529011.4786698031","536615.0","7603.521330196876","0.1887581809876306","0.19545270111287644","1.4373047209237595","0.36824843865601303","31.212249025737595","73.94344561103003","2022-09-02"
"PAK.2.2_1","Makran","GADM2","3.6","PK","2022-09-02 16:00","4868.359205216453","4511.0","-357.3592052164531","0.0017370939290045687","0.0016430534642531156","-7.338937017290097","-1.04562092148543","26.114871247960583","63.45987406471992","2022-09-02"
"PAK.5.4_1","Hazara","GADM2","3.6","PK","2022-09-02 16:00","46764.760089819756","43729.0","-3035.760089819756","0.016686275071144684","0.015927529358972396","-6.4914161215153605","-1.8165598605397708","34.841214265020795","73.22436616623538","2022-09-02"
"PAK.7.8_1","Sargodha","GADM2","3.6","PK","2022-09-02 16:00","71932.53846153847","68347.0","-3585.5384615384683","0.025666465967740873","0.024894208628088603","-4.984515621257238","-1.1823944950526977","32.10038677977812","71.88915810191632","2022-09-02"
"PAK.8.5_1","Rann of Kutch","GADM2","3.6","PK","2022-09-02 16:00","174.3846153846154","169.0","-5.384615384615387","6.222270048845827e-05","6.155531710458357e-05","-3.0701754385964923","-0.22011544713599868","27.43704665264957","68.8807568501547","2022-09-02"
"PAK.2.1_1","Kalat","GADM2","3.6","PK","2022-09-02 16:00","7234.3507650614","6243.0","-991.3507650614001","0.002581310512341084","0.0022739044064136998","-13.701488666568986","-1.4624852831547968","27.493773199641932","65.73513763364258","2022-09-02"
"PAK.8.4_1","Mirpur Khas","GADM2","3.6","PK","2022-09-02 16:00","28837.46153846154","27757.0","-1080.461538461539","0.010289581613593583","0.010110005543620865","-3.746599093091493","-0.7703400640916658","25.222414194595153","69.82002142729421","2022-09-02"
"PAK.2.4_1","Quetta","GADM2","3.6","PK","2022-09-02 16:00","42469.64518584051","29311.0","-13158.645185840513","0.015153722169936223","0.010676023074866564","-30.98291803258862","-4.0","29.377445454266713","64.30346882797684","2022-09-02"
"PAK.5.6_1","Malakand","GADM2","3.6","PK","2022-09-02 16:00","56818.846153846156","49904.0","-6914.846153846156","0.020273703838684275","0.018176665945486028","-12.169772750041295","-3.561157416060801","35.69241137190094","72.24693033592979","2022-09-02"
"PAK.2.5_1","Sibi","GADM2","3.6","PK","2022-09-02 16:00","4302.076923076923","3862.0","-440.07692307692287","0.0015350370402373204","0.001406666477265691","-10.227028959599565","-1.5668138637647904","29.488334147075516","68.57004866839137","2022-09-02"
"PAK.5.1_1","Bannu","GADM2","3.6","PK","2022-09-02 16:00","15754.076923076924","14585.0","-1169.0769230769238","0.005621259694811521","0.005312333135919239","-7.420318725099605","-1.1838784041354995","32.68247021464708","70.79360871430961","2022-09-02"
"PAK.5.8_1","Peshawar","GADM2","3.6","PK","2022-09-02 16:00","103582.23076923077","104291.0","708.7692307692341","0.036959488122647884","0.03798618684114868","0.6842509405294326","0.14531184090346766","34.01355518230366","71.79201037504812","2022-09-02"
"PAK.7.4_1","Gujranwala","GADM2","3.6","PK","2022-09-02 16:00","257551.79618715637","255578.0","-1973.7961871563748","0.09189783306900415","0.09308985109440983","-0.7663656603138072","-0.22425406264059403","32.33316289585532","74.07475121428519","2022-09-02"
"PAK.5.2_1","Dera Ismail Khan","GADM2","3.6","PK","2022-09-02 16:00","16076.615384615385","14582.0","-1494.6153846153848","0.005736345615917875","0.0053112404379824715","-9.29625040070045","-1.5827448580930874","31.93734049108809","70.62908633221942","2022-09-02"
"PAK.5.5_1","Kohat","GADM2","3.6","PK","2022-09-02 16:00","17639.836719193187","16147.0","-1492.8367191931866","0.006294123334348326","0.005881264528329651","-8.462391795560265","-1.1765493132708496","33.32403865221535","71.2456287788584","2022-09-02"
"PAK.7.3_1","Faisalabad","GADM2","3.6","PK","2022-09-02 16:00","187408.34388855705","186430.0","-978.3438885570504","0.0668697363302178","0.06790389211720424","-0.5220358111593532","-0.09671209772002383","31.209905085174274","72.62371843417888","2022-09-02"
"PAK.7.1_1","Bahawalpur","GADM2","3.6","PK","2022-09-02 16:00","98586.7657436706","96058.0","-2528.7657436706068","0.03517704118258702","0.03498745947001236","-2.564989402686565","-0.4673523118293545","28.848917939976854","71.63772667830045","2022-09-02"
"PAK.8.2_1","Karachi","GADM2","3.6","PK","2022-09-02 16:00","496204.53846153844","495766.0","-438.53846153843915","0.17705223771953138","0.18057416177320107","-0.08837838910426246","-0.03779864044570695","25.078783448780808","67.18591128987336","2022-09-02"
"PAK.5.7_1","Mardan","GADM2","3.6","PK","2022-09-02 16:00","40841.46153846154","39864.0","-977.461538461539","0.014572765052775272","0.01451977018376994","-2.3932483539001654","-0.4586524160460274","34.30542471242756","72.36232932451856","2022-09-02"
"PAK.7.7_1","Rawalpindi","GADM2","3.6","PK","2022-09-02 16:00","185273.62345319273","181258.0","-4015.623453192733","0.06610804029422686","0.06602008087421662","-2.1673898876967512","-0.5201600596726352","33.19520491602086","72.72306554874687","2022-09-02"
"PAK.8.1_1","Hyderabad","GADM2","3.6","PK","2022-09-02 16:00","81048.07692307692","81021.0","-27.076923076921958","0.028919008734958906","0.02951049317828678","-0.033408058555213976","-0.006251493869373273","25.32310038372032","68.0513634220865","2022-09-02"
"PAK.7.6_1","Multan","GADM2","3.6","PK","2022-09-02 16:00","166240.37301154822","164839.0","-1401.3730115482176","0.059316728807601624","0.0600397450662867","-0.842974878131492","-0.21031149837541382","30.125238653918725","72.23541496058307","2022-09-02"
