"polygon_id","polygon_name","polygon_level","polygon_version","country","date_time","n_baseline","n_crisis","n_difference","density_baseline","density_crisis","percent_change","clipped_z_score","lat","lon","ds"
"PAK.7.5_1","Lahore","GADM2","3.6","PK","2022-09-06 08:00","718657.0276527487","720857.0","2199.972347251256","0.198878383972454","0.20299312333504171","0.30612228105719697","0.04842302995495381","31.212249025737595","73.94344561103003","2022-09-06"
"PAK.2.6_1","Zhob","GADM2","3.6","PK","2022-09-06 08:00","6188.032851194329","5595.0","-593.0328511943289","0.001712452430102216","0.001575550386636404","-9.581995530689232","-1.253841737958448","30.87994725044581","68.96663058059505","2022-09-06"
"PAK.5.5_1","Kohat","GADM2","3.6","PK","2022-09-06 08:00","17079.02726607232","15979.0","-1100.0272660723203","0.004726384369456393","0.004499681792325845","-6.440430386533451","-0.8282578343184801","33.32403865221535","71.2456287788584","2022-09-06"
"PAK.8.2_1","Karachi","GADM2","3.6","PK","2022-09-06 08:00","770709.800579984","765691.0","-5018.800579983974","0.2132832683090972","0.21561836480679444","-0.6511911570730772","-0.13736466064968542","25.078783448780808","67.18591128987336","2022-09-06"
"PAK.7.3_1","Faisalabad","GADM2","3.6","PK","2022-09-06 08:00","232843.1479289941","230858.0","-1985.1479289940908","0.0644361179218203","0.06500954623022466","-0.8525650941416241","-0.12346991823007902","31.209905085174274","72.62371843417888","2022-09-06"
"PAK.7.8_1","Sargodha","GADM2","3.6","PK","2022-09-06 08:00","75031.76923076923","72726.0","-2305.769230769234","0.020764003463443217","0.020479620628868475","-3.0730163026206028","-0.45458505067829746","32.10038677977812","71.88915810191632","2022-09-06"
"PAK.2.3_1","Nasirabad","GADM2","3.6","PK","2022-09-06 08:00","4705.887573964497","3269.0","-1436.8875739644973","0.001302289242092172","0.0009205494573573557","-30.52734001790151","-2.3271698431663688","28.78299391530157","67.8281987215831","2022-09-06"
"PAK.2.4_1","Quetta","GADM2","3.6","PK","2022-09-06 08:00","57805.86169941844","51635.0","-6170.861699418441","0.01599697201384703","0.014540401110629262","-10.674964040610638","-1.4774432405089066","29.377445454266713","64.30346882797684","2022-09-06"
"PAK.4.1_1","Islamabad","GADM2","3.6","PK","2022-09-06 08:00","217608.45562130178","216769.0","-839.4556213017786","0.06022012772080966","0.061042087892902","-0.385762474753236","-0.03996624642192834","33.6692247086546","73.06666567556829","2022-09-06"
"PAK.2.2_1","Makran","GADM2","3.6","PK","2022-09-06 08:00","5961.160833822817","6437.0","475.83916617718296","0.00164966873990331","0.00181265734383888","7.980985073025688","0.4582472022517538","26.114871247960583","63.45987406471992","2022-09-06"
"PAK.2.5_1","Sibi","GADM2","3.6","PK","2022-09-06 08:00","4863.676221087363","4349.0","-514.676221087363","0.0013459550659017435","0.0012246771459306026","-10.579865908780288","-1.284926375698186","29.488334147075516","68.57004866839137","2022-09-06"
"PAK.5.1_1","Bannu","GADM2","3.6","PK","2022-09-06 08:00","11500.384615384615","10516.0","-984.3846153846152","0.003182572241503935","0.0029613025676261708","-8.558835725464492","-0.9745391586318478","32.68247021464708","70.79360871430961","2022-09-06"
"PAK.5.8_1","Peshawar","GADM2","3.6","PK","2022-09-06 08:00","124952.76344988325","125258.0","305.23655011675146","0.0345789475530081","0.035272616680840516","0.2442795972601309","0.03103897711001413","34.01355518230366","71.79201037504812","2022-09-06"
"PAK.5.4_1","Hazara","GADM2","3.6","PK","2022-09-06 08:00","51983.307692307695","46826.0","-5157.307692307695","0.014385660794490177","0.013186188097343388","-9.920893287323398","-2.9103683347923273","34.841214265020795","73.22436616623538","2022-09-06"
